,KHDRBS1,P4HA3,CMC1,DCAF5,cg01182099,ADAT3,cg01343313,SFT2D3,cg01588961,CPNE7,ARFIP1,cg02508651,cg02562604,cg02798848,cg03318900,C5orf32,ACBD6,BATF,CASZ1,cg04177251,GPATCH1,ADGRF1,cg04249191,cg04261367,FLJ46321,SH3BGR,LINC01512,ASB10,SCOC,cg04801273,TBCD_a,DNER,cg05550145,cg05612205,HEPACAM,TNPO2,MS4A6A,cg06493072,cg06590074,cg06781656,cg07537095,cg07617198,ELF3,cg07920321,TCF7_a,GLUL,GLIS3,cg08379332,cg08452095,BRSK2,MIR3074,LSP1,SLX4IP,JAKMIP3,SLC30A7,EYA2,cg09407967,NXN,cg09837088,RGS10,ZBTB4,cg10309000,ANXA5,COL18A1,LOC101927267,cg10512122,TNFAIP3,VWF,TMEM200B,cg11610831,CALHM3,VSTM1,cg13007843,cg13122415,MRPL23-AS1,cg13483774,cg13699428,KIF9,CUX1,BIN3,DEF6,TMED10,JAK1,TCF7_b,cg15818005,DAGLA,ZNF354B,cg16228798,KIAA0232,PCBD2,cg16606353,IL11,SNORD74,TMCC1,TBCD_b,ELAVL3,SORT1,LGALS8,cg17742165,ANXA13,cg18198670,TBX4,FAM69A,FAM131A,IL31RA,CHD7,C21orf82,cg18940929,NPC1,XRCC4,KRT78,NEK1,LOC388780,SFSWAP,SMOC1,cg20677278,LRRK1,SGK1,cg21139227,cg21339801,cg21376799,MYOF,cg21494760,EXOC3,ZIC2,cg21818901,cg21820281,cg21931115,NUFIP2,TENM2,RAP2B,CFAP45,STARD7,cg23423086,SSB,KDELR3,C19orf81,TPST1,cg23893830,PVT1,CDKN2C,RNF14,TMCO6,CYP19A1,cg24340935,CXCR5,GDPD4,FRMD4A,PHLPP1,cg24686050,cg24954221,cg25375589,EP400,NME5,ELF1,FAM20C,TCF7_c,SKI,CALHM1,cg26417132,MNAT1,cg27037013,ETV6,cg27164813,ATXN2,MYB
AD046,-9.11225572,-3.437902849,1.361571045,5.560514991,7.86615594,4.095991984,-8.168475562,1.745494698,2.059844093,-2.260536821,0.458530067,-7.080331106,0.599450411,1.329489003,2.991956641,-4.816116392,1.752073535,2.514040249,4.44337805,-0.617061559,-5.345915072,8.183492346,0.177334295,2.255245088,2.186898663,0.210745346,2.378555573,0.257260431,1.53894143,3.092200511,1.025915445,5.813937595,0.96001098,2.361189142,3.201994573,0.587361442,3.855893295,3.408493909,3.083301321,0.766739876,-3.217527385,2.462855085,2.200983362,2.521918298,-3.380882501,3.615021621,-5.125062515,3.147151521,1.985740727,3.555414201,1.01354396,-0.459609629,-1.623274102,1.448494154,-2.197691045,-4.359639847,2.834550412,1.502386537,2.602325327,1.079801235,2.007908941,-1.620828205,1.446070247,-1.379018561,0.435213628,1.850838282,0.43640907,0.03191033,-2.140403932,-4.366955553,3.058323213,1.145746259,-4.304522836,4.614702661,4.906353478,2.664803194,1.532251818,-3.066585311,-0.664987265,1.575176843,-2.437371888,3.10263761,-1.565145707,-2.546773042,3.87685885,3.970835306,3.935534591,2.254264874,2.211144296,1.213861288,3.019416331,7.616213199,0.078345132,-4.665628794,-1.575309368,-4.534694011,1.466472442,0.705498633,0.263577094,5.62107082,0.327560068,1.136680714,-4.801316689,-1.66470917,3.206819038,3.38495215,0.287212281,5.263434088,-0.449878786,7.696947842,1.850263953,2.377620947,0.914328474,0.760304815,0.994877634,0.423887236,2.851901778,-4.789838353,1.282550874,2.933010351,1.293134179,-12.15296807,9.423621872,3.279866786,-3.341684789,6.367485694,3.795268123,3.047326535,3.163371804,3.338452712,2.474147255,1.868522515,-5.449738223,5.455374174,1.085796099,-0.488379837,-2.688518374,2.368472618,2.426448935,-0.187085003,-5.598637747,-11.75047324,-4.540342022,1.956758947,-0.31509085,1.334571447,1.612981722,-0.103441334,3.69496442,1.440007378,0.039850675,3.102553617,4.172577652,-0.142264566,1.173532846,-1.228055058,-3.351458641,-1.18123726,0.166234808,1.873691843,1.040258385,0.109686373,-3.971693677,2.810915517,3.306915106,7.063632183
AD175,-8.286726126,-2.91911327,1.95453032,5.534884399,8.892786702,3.819892301,-8.471514107,2.04565374,2.271855949,-2.231269462,0.153340078,-7.636937933,0.590967007,1.473344656,2.631558264,-4.843639787,1.661861138,2.321013845,4.319311546,-0.650108904,-5.379916074,10.08145757,0.091767262,0.03746266,2.840095096,0.397973444,2.263445692,0.313203855,1.729403505,2.799937433,1.165937789,6.159242324,1.457695457,2.396761364,3.050645435,0.395395929,3.680242865,3.610665044,2.723098359,0.963163437,-3.30724977,2.851454619,2.361318602,2.686743515,-3.171464001,3.943691278,-4.475031257,2.789727711,2.106194203,3.764022238,1.103827198,-0.519597472,-1.967152388,1.323842418,-2.305047349,-4.451744932,3.004910204,1.567181328,2.784737638,1.427702183,2.494296903,-1.339595878,1.61222201,-1.265573423,0.500895808,1.99081534,0.021640331,0.429606408,-2.384550306,-2.701177329,3.316410381,1.184587497,-4.141442608,4.835660006,4.766760066,2.743067833,1.647254267,-3.301248154,-0.720820842,1.401970025,-2.152693886,2.867423573,-2.001066969,-2.494156531,4.058256216,4.469526433,4.018417851,1.993363932,2.328761997,0.829592622,2.884999623,6.860434284,0.132186385,-4.614759904,-1.512322169,-4.574575704,1.526498185,0.95295472,0.201219054,5.450360029,0.621301533,1.075713125,-5.248910731,-2.295356262,3.372289446,3.239099542,0.512962879,5.188591877,-0.349131973,7.273453389,1.81440873,1.986382418,1.046281366,0.948894077,0.834568771,0.756777468,3.349575164,-3.824959721,1.307611303,2.999425689,1.30274356,-12.10406627,9.736766335,3.463410323,-3.380803221,6.801904625,3.946156369,3.046470583,2.863810081,3.085270481,1.999476283,1.865773716,-3.938378509,5.196755616,1.209204284,-0.390442989,-2.498855804,2.836694736,2.539901171,-0.104252134,-5.683178349,-12.25389607,-4.995466896,1.928027634,0.112406398,1.247709854,1.860428648,0.315257677,3.857430714,1.523672823,0.078307573,2.930275374,3.807603,0.37847867,1.933996389,0.798970048,-3.113696699,-1.147778644,0.208591257,1.781202009,0.470516604,0.286519814,-3.787677722,3.043583567,2.830224712,7.1828153
AD323,-8.662740404,-3.604030092,1.451195262,5.65095981,8.592197839,3.562926767,-7.379204333,1.777436762,2.09908147,-2.293987536,-0.238246957,-7.186470657,0.405087752,1.388603681,2.067899704,-4.866749338,1.667585962,2.269889633,4.927264499,-0.714660872,-5.619689035,8.66384701,0.030953388,1.058090877,2.122982622,0.305789361,2.174007254,0.35123928,1.836342288,2.983788266,1.209906243,5.980101415,1.418840577,2.256666237,3.301155461,0.642402613,3.50935357,3.71251058,2.757359236,1.517642383,-3.190065317,2.612068063,2.228467319,2.478143078,-3.021028196,3.747646412,-4.360964824,3.051943551,2.006384498,3.604659847,1.056332747,-0.393024182,-1.541238317,1.544343719,-2.204168076,-4.430124454,3.203782987,2.035162747,2.767340868,1.368068857,2.121462331,-1.365164948,1.698149631,-1.618791951,0.872696432,1.84105497,0.017033792,-0.073483801,-2.507110885,-3.372908351,3.376879471,0.999580435,-3.944014086,4.654258085,4.94334453,2.652240873,1.7877818,-2.855752163,-0.936016614,1.837728678,-2.632122109,3.145773486,-1.903234323,-2.518699556,3.841600932,4.274372976,3.606833575,1.857476171,2.133337727,1.534556471,2.494024357,6.400357579,0.341921116,-4.43008925,-1.575383664,-4.691053951,1.531037661,1.222245972,0.237053359,5.845651746,-0.653669901,0.859700285,-5.264906707,-2.548117718,3.376397975,3.682651598,0.349317377,4.689332988,-0.164044638,7.724968297,1.666699672,1.735664756,1.034706773,0.927762964,0.881317456,0.322196814,2.960706457,-4.19151473,1.2630005,3.008778183,1.130827103,-12.64179128,9.193246659,2.959766551,-3.513794427,6.866427923,3.891479511,2.965173779,2.94613807,2.988437185,2.484737735,1.972833563,-3.556589584,5.969895506,1.109701333,-0.307318993,-3.099078449,2.786840433,2.292690489,-0.128881958,-5.845306257,-10.88100125,-4.339533589,1.51448368,-0.492957108,1.28929674,1.66317735,0.191786633,3.707635991,1.812305077,0.053891978,3.152021772,3.676458012,0.356576716,1.862202949,0.216152351,-3.127814315,-1.491957414,0.053653301,1.420105352,0.308070653,0.335264702,-3.767972899,2.821271662,4.203468993,6.851535523
AD209,-8.80829254,-3.444373507,0.783874535,5.234283827,8.243407942,3.814055782,-8.090021273,1.628408424,2.148673643,-2.032804503,-0.02110638,-6.812278257,0.110410546,1.557901054,2.400436136,-5.07891746,1.229209748,2.444115901,4.174509068,-0.626455082,-5.237176455,8.60132604,0.557225611,-1.750563599,2.275657296,0.249678109,2.391111837,0.378964684,1.438519344,2.668233255,1.16378368,5.596367608,0.854740684,2.124813601,3.092423165,0.438447014,3.407359124,3.577858477,2.999658058,0.860158078,-3.364072956,2.348637153,2.652289385,2.39734516,-3.020368499,3.830197563,-4.770365328,3.104375445,1.878093809,3.927840331,1.211436746,-0.306478488,-1.566380792,1.519356934,-2.302514945,-4.445400893,2.935955473,2.073882007,2.794430939,1.243448997,1.926064605,-1.39000919,1.397991739,-1.248126321,0.821198792,1.654534542,0.292292737,-0.271789752,-2.159557983,-4.483357876,3.03319983,0.956342436,-4.148571604,4.039620239,4.400173298,2.534302075,1.696790188,-3.339531799,-0.677265171,1.476317053,-2.675792245,3.194200791,-2.278601868,-2.439130127,3.853073444,4.442052004,4.073266934,1.872540625,2.28733021,1.498141565,3.090388499,6.439436237,-0.878109551,-4.857084475,-1.531395786,-4.446740985,1.546965633,0.842598217,-0.231557103,6.021392139,-0.15586425,1.18853671,-4.51447097,-2.192347036,2.654905737,3.16208106,0.469412491,5.43778561,-0.363725873,7.591186889,1.82336851,1.720457578,0.690946222,0.461767639,0.729315732,0.518570363,2.8836671,-5.431576088,1.32225038,2.77740085,1.421711121,-10.96872928,10.38642927,3.309520548,-3.071315013,6.281611754,3.689033437,2.873538515,2.612494346,2.902060929,2.161008041,1.866719749,-4.0417459,5.349415067,0.624638993,-0.335201073,-3.099653038,2.477958811,2.114138402,-0.129108725,-5.525628911,-10.75542398,-4.285635157,1.921945893,-0.403673534,1.197904346,1.342396086,-0.180670952,3.599051229,1.406405168,0.355263523,2.783312975,4.523871884,-0.026073699,1.601107357,0.837836879,-2.988369181,-1.321700181,0.170929219,1.234048372,1.041529098,0.220767661,-3.659080861,2.556246649,3.581668715,6.861281012
AD010,-8.647835535,-3.191428969,1.243254349,5.658899578,7.691372355,3.709145786,-7.679265133,2.393547566,2.581797922,-2.139586359,0.676388721,-7.380935545,0.666233136,1.376882963,2.27321265,-4.802714474,1.73210621,2.52851997,5.159839469,-0.802777101,-5.435960237,9.578403278,0.122556323,1.103440538,2.742274086,0.009096621,2.211222668,0.418690281,1.699165087,3.043197119,1.164985487,6.020743135,1.233972289,2.564481961,3.227910859,0.499944301,4.042231536,3.179695414,2.773437501,0.80869352,-3.557196374,3.063472414,2.133707515,2.477110989,-3.647827173,3.748440819,-4.585006893,2.653021004,1.920389035,3.700722646,1.356061167,-0.413115433,-1.6401952,1.570707296,-2.318217367,-4.610613029,2.949921187,1.686134089,2.770191,1.363025999,1.695411002,-1.443748557,2.341868562,-1.676263379,1.044869726,1.93031349,0.438519485,0.021771475,-2.265820321,-2.561686387,3.100046654,1.154716212,-3.905042963,4.336254179,4.844557322,2.554352355,1.372248928,-3.355933337,-0.33339174,1.41280834,-2.321339406,2.771019342,-1.764213313,-2.622849895,4.310899428,4.102970953,3.982098342,2.446747854,2.568657833,1.824282772,3.096731327,6.932262781,0.551633983,-4.61834675,-1.712483993,-4.764540053,1.378335835,0.565406934,0.602034225,5.917738266,0.122983966,0.973557059,-5.17355191,-1.958328517,4.044658258,3.582997589,0.316967041,4.529435592,-0.309466134,7.427296441,1.647016086,2.214847411,1.132320914,0.598741796,0.244415418,0.303280426,3.13290702,-3.634023697,1.349384679,3.098489798,0.8805518,-11.9189887,9.1686005,3.373085063,-3.536316516,6.18847217,4.229005824,3.028896669,3.087125637,3.101841262,2.498004969,1.731202444,-4.535782035,5.798770191,1.045915211,-0.246583504,-3.111074591,2.26926091,2.449234681,0.023568376,-5.793672524,-11.96678181,-4.098058714,1.660780118,0.074495882,1.081181692,2.106597946,0.029948858,3.62390153,1.938719815,0.15339692,3.05701307,4.261329618,0.40199066,0.896013489,-0.856874326,-3.344558544,-0.807696895,0.277327793,1.944096751,1.293880308,0.289357534,-3.531081947,2.833582791,3.403601623,6.751739483
AD394,-9.039118671,-3.481042488,0.672844022,5.39383103,8.46880692,3.471336211,-7.866329736,1.534195883,2.255335362,-2.279769313,-0.674908306,-7.083984471,0.331582051,1.368888852,2.314451113,-4.695353531,1.616793896,2.404012375,4.405815222,-0.571626235,-5.397017297,9.738187286,0.132369405,0.132834819,1.725223772,0.439893149,2.396283814,0.44768236,1.81330784,3.141657367,1.326088249,5.358058081,0.761044948,1.908332542,3.545348173,0.618218886,3.482938933,3.510772952,2.913789858,1.223025088,-3.3447496,2.15484701,2.11435331,2.400499243,-3.420594896,3.880059232,-4.380188248,3.157169112,1.754246247,4.080368959,0.510817636,-0.38704641,-1.524920256,1.408073667,-2.271751362,-4.580167457,3.254555471,1.76728124,2.718520318,1.809877428,1.848261567,-1.200284893,1.580478661,-1.135390703,0.922746283,1.614489873,-0.105143535,-0.125306276,-2.498260557,-5.616976737,3.077106289,0.823026003,-4.040031022,3.983043381,4.558649921,2.639342996,1.987369431,-3.087049503,-1.025787833,1.425649367,-2.663660388,3.0447733,-2.405006873,-2.327094194,3.813548504,4.29733498,4.452958427,1.98530291,1.750802699,1.718697706,3.20152855,6.340665284,0.47729003,-4.59076871,-1.308763744,-4.499697022,1.579495966,0.564135586,0.26226417,6.214351367,-0.549827031,1.610852377,-4.593788046,-3.186391443,2.941001145,3.530461479,0.877314626,5.728987432,-0.106988064,7.138152835,1.806913604,1.650083475,0.74318793,0.664359235,0.55874705,0.375695906,3.461897965,-4.871782569,1.377374735,2.673203928,1.609751968,-11.52751575,9.930094318,3.390998394,-3.346653928,6.055581501,3.950638955,2.665575378,2.586472749,3.478822441,2.136696513,1.93373761,-4.358659344,5.523233223,1.014768365,-0.119976812,-3.998394675,2.06352242,2.132909832,-0.0838735,-5.668771375,-12.81412899,-3.882402202,1.473162753,-0.620258298,1.263994331,1.163490915,-0.037407186,3.798907724,0.900748576,0.266018761,2.582301874,4.782271838,-0.144962558,1.484015158,-0.252517008,-3.056149356,-0.936846987,0.046726958,1.172345573,0.238868875,0.151550584,-3.811500613,3.08625813,3.788741511,6.574096509
AD004,-9.793791775,-3.437058782,1.308421478,6.264343146,8.136831641,4.435130093,-7.867487273,2.395568677,2.008784952,-2.096281152,0.16936235,-7.105983086,0.825448719,1.52503281,3.022351672,-4.943896808,1.599165082,2.348599977,5.174326548,-0.942425525,-5.246949316,8.439489477,-0.111202836,1.02845091,2.984208335,0.101164226,2.331515408,0.324451658,1.842721212,3.165130396,1.134393823,6.053963521,1.032185706,2.665886561,3.136427902,0.561752766,3.892218856,3.331659041,2.840871885,0.943073943,-3.306342836,3.51400508,2.47860288,2.423130628,-3.15982875,4.086895744,-4.474010038,3.282500347,2.137130395,3.558039724,1.358253827,-0.472641115,-1.701703382,1.339879903,-2.115106637,-4.641988993,2.872698609,1.731245672,2.621144942,0.860503505,2.011929195,-1.301113475,1.923776339,-0.889352283,0.837688932,1.879422152,0.014597479,0.092727724,-2.246393471,-3.366997989,3.221006891,1.084091811,-4.155750866,4.403606725,5.096602615,2.553462379,1.613795365,-3.042006874,-0.653733745,1.26298589,-2.500125645,3.062654789,-1.746600714,-2.687923444,3.950414009,4.101406245,4.428284156,2.423896349,2.729271267,1.369765893,3.040321342,6.526052845,-1.127901491,-4.547250386,-1.49321655,-4.763998464,1.793367917,0.752855408,0.373099853,5.581871299,0.487849785,0.752930431,-5.243657633,-1.902396524,3.806161673,3.085562225,0.191087328,4.206096082,-0.403052362,7.330687572,1.722308989,2.054479155,1.32764521,0.616226219,0.502717129,0.75724653,3.253175042,-3.852832148,1.256920214,3.379095991,1.022506173,-12.0710516,8.867092628,3.370054063,-3.426165409,6.510654717,4.205389848,3.349399072,3.122846665,2.536755098,2.336886975,1.893384426,-4.538706552,5.937330901,0.482714979,-0.421195955,-3.049949272,2.883224532,2.70986781,0.179991849,-5.931003981,-12.44655645,-4.213861513,1.773913193,0.21243112,1.16212355,2.406793809,0.25420081,4.157718887,2.045099135,0.097629299,3.407118619,4.370853418,0.377853531,1.240804382,0.48116525,-3.237399414,-0.951406301,0.122595231,1.577093939,1.225935671,0.429413359,-3.677689215,2.733694863,2.472680612,6.613476051
AD228,-8.399822301,-3.699525139,1.373088055,5.226648923,8.3092971,3.591813501,-7.723711775,1.836609708,2.461486923,-2.261566967,1.615635623,-6.796241089,0.588681476,1.512730421,2.316894287,-4.917076252,1.955639052,2.53577544,4.398194796,-0.61157058,-5.609536389,8.987453413,0.116244361,-0.678543506,2.738293744,-0.020752327,2.357263339,0.584111643,1.667734376,3.030241825,1.290790464,5.311879236,1.614185669,2.365482826,3.161073421,0.257601405,3.692613309,3.397737268,2.666269677,1.223909817,-3.109885414,2.401899663,2.311525778,2.040581198,-2.985144106,3.918932847,-4.413334477,2.588470784,2.068353112,3.805699267,0.982135345,-0.433487967,-1.572083772,1.593170615,-1.777931109,-4.455367407,3.157165452,2.001766288,2.743995106,1.582948383,1.850103933,-1.314371452,1.74011483,-1.554814801,0.970920964,1.939843492,-0.092231683,-0.110331786,-2.46346853,-3.803681295,3.352950371,0.921596646,-3.973910258,4.489362701,4.341711397,2.473721088,2.163109338,-3.080364694,-0.113880069,1.717814738,-2.498550334,3.028127227,-1.667747962,-2.379699525,4.254719082,4.538457503,3.586827583,1.740080444,1.831863692,1.413138867,3.09302505,6.534156797,0.102650756,-4.753446216,-1.269122102,-4.581501606,1.536380755,1.295571426,0.041287064,5.497390072,-0.220453356,1.025359751,-5.100194251,-2.061487934,2.573857915,3.401724734,0.316007029,4.973867825,-0.227097115,7.663587245,1.811014662,2.397088684,0.817600758,0.755149455,0.542306909,0.078384009,2.977005547,-4.388518702,1.360914682,2.765135633,1.331512478,-11.74159192,8.886460466,3.128862774,-3.320037464,6.91414691,3.835227735,2.757673228,2.513014158,2.735340603,2.450795868,1.83274452,-3.709686934,5.058361121,1.121813244,-0.543280161,-2.754283615,2.142514417,2.598964445,0.447451766,-5.626715018,-11.60234951,-4.536555168,1.970096032,-0.274585678,0.984929156,1.338142691,0.058553135,3.599679589,1.21949429,0.487929115,2.305476636,3.798246633,-0.017029262,1.358910086,-1.210532445,-2.806236855,-1.077082685,0.163870893,1.72945959,0.615034801,0.457380345,-3.567735638,2.712652786,3.269194356,7.095520317
AD018,-7.854479585,-2.79602163,1.041647454,5.001946752,8.441218784,3.883915489,-8.902459023,1.486013647,2.41178935,-1.940364065,-0.173492515,-7.208173264,0.465532791,1.419047402,2.252253511,-4.767987741,1.2734352,2.286439253,4.647794912,-0.636236385,-5.071350555,10.11187701,0.406481519,-0.058007765,2.262059873,0.623214909,2.274378942,0.22577359,1.295357396,2.928687291,1.061556737,5.454541507,0.963945168,2.142358525,3.046512712,0.574032476,3.912244633,3.692908956,3.051107743,0.941309454,-3.464670735,2.243591123,2.238228001,2.561211277,-2.772938353,3.666503657,-4.678061157,2.671490903,2.109359999,3.19038021,1.10317956,-0.43178501,-1.683154142,1.530768036,-2.136476371,-4.324941452,2.553952395,1.532247911,2.62365468,0.914331437,2.058740092,-1.07056848,1.520348797,-1.258514831,0.819563125,2.004197143,0.326609023,0.207644674,-2.277192311,-3.758081956,2.997741869,1.177554374,-3.653123308,4.89166743,4.623691059,2.477096661,1.748180308,-3.610117855,-1.125099528,1.355624852,-2.501943717,3.135947632,-2.086780468,-2.307750292,3.733747693,4.560286906,4.499982585,1.837728146,1.625118361,0.731214149,3.015400908,7.652041222,0.627746803,-4.932034901,-1.619731156,-4.527775758,1.666760316,1.095105827,-0.203106805,5.616708502,0.138572651,1.142233394,-5.811527365,-2.130805023,2.950375354,3.637278493,0.395276968,4.755701835,-0.364851727,7.725186661,1.756743089,1.559260077,0.86295326,1.113672442,0.512159494,0.24819849,3.148085271,-4.187760862,1.256378151,2.779928473,0.722833889,-12.66893504,9.777644965,3.490748624,-3.357761369,5.759620397,3.733005862,3.005285748,2.208028141,3.773620057,2.042363372,1.893078559,-3.846867371,5.426562034,1.007395009,-0.267597844,-3.143628541,2.501826093,2.166872748,0.106753136,-5.642958284,-11.82978096,-4.34747505,1.705043716,-0.076599812,0.983573459,1.258416806,-0.079459406,3.326508994,1.427202328,0.211951377,3.134430492,4.199326471,-0.211478555,0.61693786,-0.230408093,-3.071397862,-1.012476437,0.274202338,1.57630799,-0.635058792,0.226568947,-3.469155068,2.52378579,4.800212131,6.828179536
AD391,-9.556540077,-3.292172138,1.464086036,4.955893261,8.740820723,3.649715231,-7.605060221,1.67698915,2.031195532,-2.103057391,-0.316801356,-7.64941271,0.301987364,1.485451144,2.547806012,-4.937177787,1.691084833,2.661008543,5.817474536,-0.772557395,-5.35125542,10.7467892,0.17979276,-0.559211682,1.983270782,0.398847922,2.213984442,0.356473402,1.421254848,2.605976367,1.373508714,5.948259209,0.756053492,2.049209576,3.179384807,0.486642012,3.707438952,3.488530728,3.162115819,1.001266664,-2.919149565,2.244688054,2.278835102,2.310469188,-2.915475833,3.54081873,-4.963638797,2.906639656,1.936547473,3.777888979,1.864087009,-0.364865941,-1.410449762,1.589536007,-1.878808418,-4.448698093,3.173298384,1.968194055,2.773546571,1.656542922,2.409998487,-1.366227767,1.471075129,-1.565453676,0.821055892,1.660334157,0.247424164,-0.04861998,-2.47234187,-3.395321187,3.038477972,0.937821168,-3.961416134,4.206868397,4.311588789,2.70345532,1.806362043,-3.110046407,-0.462692018,1.663160853,-2.283543228,3.045913045,-2.241211425,-2.134073955,3.922414192,4.26147078,4.061913174,1.821235087,2.624980273,1.245261652,2.827261291,6.539070274,0.821323617,-4.810702987,-1.617242264,-4.682299951,1.379273638,0.6102528,0.027534827,5.858542917,-0.09517522,0.991526007,-5.135019103,-2.367180043,2.903923874,3.613340707,0.336953426,4.945616743,-0.762297022,7.492376804,1.550137607,1.616901201,0.702093241,0.251520023,0.706120052,0.410773131,3.513319173,-3.976506066,1.299751757,2.911191509,1.62818326,-11.19366245,10.12594861,3.647512451,-3.755830359,6.428824778,3.95793461,2.757205397,2.991324281,3.182187079,2.126639696,1.848262511,-3.973124645,5.293547231,1.025518751,-0.308947771,-2.781420459,2.538402736,1.935716038,0.38222094,-5.593550644,-11.13390826,-5.702972133,2.246287671,0.156291641,1.080692261,1.489441192,-0.396359586,3.446032361,1.493330974,0.366318968,2.614156196,3.909657618,0.32738311,1.764579215,-0.117379464,-2.726711169,-1.47061246,-0.192690592,1.507519146,0.619331293,0.769717656,-3.912787673,2.368345927,3.291054515,6.977122839
AD295,-8.546791985,-3.51466909,1.425141141,5.498762777,8.059876412,3.927676091,-7.353990256,1.779624985,2.232752459,-2.101385477,-1.13563472,-6.68362301,0.176126291,1.245028146,2.722608732,-4.743195234,1.28848011,2.830247438,3.836589474,-0.638516976,-5.504943764,8.85725014,0.833725113,-2.061899968,2.475709833,0.281181889,2.455387398,0.385282778,1.556050839,3.295382458,1.005793332,5.979340687,0.971287698,2.157776198,3.085358516,0.355369642,3.136647991,3.909018423,2.989047954,1.221516996,-3.480000273,2.283448498,2.493087478,2.264187788,-3.27644772,3.532707126,-4.120610189,3.501890776,1.805990539,3.895838921,1.07163488,-0.217802126,-1.581740154,1.614253561,-2.171849253,-4.351939295,3.144739568,1.725079139,2.979967662,1.794540475,2.109340641,-1.523113315,1.57714403,-1.145305398,0.605809038,1.780381935,0.167376215,-0.083747669,-2.197638753,-5.106489761,2.949449999,0.804731369,-4.474811283,4.134664529,4.466665694,2.561055634,1.812364043,-3.115201094,-1.20589217,1.570795958,-2.441185441,2.710089254,-1.874400601,-2.552172908,4.028727813,4.144763061,2.542596465,1.867766214,1.853703834,1.476092852,2.783883828,6.929913696,0.233923013,-4.722099207,-1.453282071,-4.574281682,1.339857789,0.734324944,0.294418085,5.828651642,-0.374248937,1.002750105,-4.503621912,-2.523140645,3.325874094,3.36233961,0.221814993,4.83973156,0.080137926,7.431850516,1.937325466,1.662726307,0.914026423,0.576026316,1.048513245,0.459902224,2.949833553,-5.652106291,1.287492127,2.622515971,1.242861436,-11.71451122,9.648233412,3.325967218,-2.967010268,6.685617935,3.588018409,2.590488498,2.558327052,3.161998481,1.857326502,1.937433387,-4.306402836,5.140948824,0.646228564,-0.361262119,-2.621280371,2.432695829,2.304687295,-0.135559212,-6.181619395,-10.43158163,-4.89164456,2.149953,-0.371664351,1.297498561,1.196423733,0.150822766,3.381930585,1.518392298,0.024339882,2.889539326,3.934575487,0.251823563,1.799839661,-0.808647457,-3.177848455,-1.061571222,0.128039063,1.355366162,0.496189682,0.409156748,-3.693361641,2.553168868,3.184245969,6.095232133
AD472,-7.908887763,-3.511824272,0.773599353,5.209888897,8.323057887,3.64590605,-7.743789315,1.447623119,2.428305817,-2.160848042,-0.911764106,-7.411472023,0.132156825,1.464921232,2.229328381,-4.809253734,1.05309972,2.539015325,4.709478569,-0.840097147,-5.232445013,8.617485946,0.043907138,0.903637269,2.339204928,0.019148422,2.242726531,0.376209767,1.398993899,3.259087737,1.31151869,5.416727689,0.805395562,1.817615332,3.208192089,0.516866668,3.47202151,3.439387991,2.947379994,0.609276073,-3.001577471,2.059623571,2.103550962,1.821560023,-3.171322022,4.563078066,-4.63446142,2.704248157,2.094366123,3.624469362,1.002546956,-0.346048292,-1.4660643,1.462859563,-2.300452703,-4.548124554,3.007393079,1.801001194,2.734485053,0.879424199,2.106407631,-1.755312363,1.301254742,-1.156545972,0.825202103,1.473075202,0.283411508,-0.293344967,-2.398919137,-3.43562495,2.977555082,0.893651966,-4.465575413,3.924749238,4.269502379,2.835215402,1.635369544,-3.132336724,-1.040944531,1.635658523,-2.999959206,3.090150708,-2.308647639,-2.466990484,3.650583234,4.414106728,4.122598559,1.663466887,2.30072208,1.736001116,2.623667324,6.272394536,0.366194804,-4.360077937,-1.419164241,-4.611145976,1.275129933,0.496558823,-0.399929063,5.869391468,-0.530247941,1.043345351,-4.732537447,-1.131459149,2.45163548,3.233529407,0.431678127,5.211601938,-0.345410222,6.837078659,1.462513903,1.852848726,0.58893079,0.230720247,0.486056339,0.340225019,2.863909372,-3.776590408,1.337219091,2.742349055,1.565200189,-12.77344759,10.28598221,3.682618494,-3.233131243,6.078236996,3.503751775,2.690930134,2.404686932,3.060203684,2.144732213,1.807965571,-4.200705685,5.151983056,1.063303114,-0.543402499,-2.87778336,2.646563256,1.978310828,0.000133083,-5.778947722,-10.97059865,-4.246377392,1.454884938,-0.192085574,1.24854669,0.670229583,-0.272480535,3.110887835,1.214746232,0.040306132,2.321816134,3.457161503,0.185293234,1.218418783,1.217259767,-3.12982983,-1.317181422,-0.145012511,1.0246812,0.736532231,0.35727315,-3.410018496,2.327918915,3.996160393,7.306352228
